,counter_id,latitude,longitude,is_couvre_feu,temp,precip,windspeed,visibility,icon_encoded,is_lockdown,is_ferie,is_vacances,year,month,day,weekday,hour,is_weekend
234,100044493-SC,48.86149,2.37376,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
235,100060178-102060178,48.84638,2.31529,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
236,100060178-101060178,48.84638,2.31529,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
237,100047545-103047545,48.890457,2.368852,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
238,100047545-104047545,48.890457,2.368852,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
239,100047548-103047548,48.89141,2.38482,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
240,100047548-104047548,48.89141,2.38482,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
241,100056327-103056327,48.86461,2.40969,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
242,100056327-104056327,48.86461,2.40969,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
243,100056331-104056331,48.83421,2.26542,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
244,100056331-103056331,48.83421,2.26542,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
245,100047542-103047542,48.89172,2.38531,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
246,100047542-104047542,48.89172,2.38531,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
247,100047546-104047546,48.829523,2.38699,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
248,100047546-103047546,48.829523,2.38699,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
249,100056226-104056226,48.830331,2.400551,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
250,100056226-103056226,48.830331,2.400551,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
251,100056329-104056329,48.84223,2.36811,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
252,100056329-103056329,48.84223,2.36811,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
253,100056332-103056332,48.83848,2.37587,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
254,100056332-104056332,48.83848,2.37587,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
255,100056047-SC,48.86378,2.32003,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
256,100056223-SC,48.86284,2.310345,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
257,100056046-SC,48.86282,2.31061,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
258,100056335-104056335,48.86288,2.31179,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
259,100056335-103056335,48.86288,2.31179,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
260,100050876-103050876,48.85735,2.35211,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
261,100050876-104050876,48.85735,2.35211,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
262,100057445-103057445,48.86377,2.35096,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
263,100057445-104057445,48.86377,2.35096,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
264,100057329-104057329,48.84201,2.36729,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
265,100057329-103057329,48.84201,2.36729,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
266,100057380-104057380,48.86462,2.31444,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
267,100057380-103057380,48.86462,2.31444,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
268,100042374-110042374,48.8484,2.27586,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
269,100042374-109042374,48.8484,2.27586,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,5,0
270,100049407-353255860,48.840801,2.333233,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
271,100049407-353255859,48.840801,2.333233,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
272,100036719-104036719,48.85372,2.35702,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
273,100036719-103036719,48.85372,2.35702,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
274,100063175-353277233,48.88529,2.32666,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
275,100063175-353277235,48.88529,2.32666,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
276,100056336-106056336,48.85013,2.35423,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
277,100056336-105056336,48.85013,2.35423,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
278,100007049-102007049,48.846028,2.375429,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
279,100007049-101007049,48.846028,2.375429,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
280,100056330-104056330,48.85209,2.28508,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
281,100056330-103056330,48.85209,2.28508,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
282,100056334-103056334,48.86502,2.35387,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
283,100056334-104056334,48.86502,2.35387,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
284,100036718-104036718,48.83436,2.377,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
285,100036718-103036718,48.83436,2.377,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
286,100047547-104047547,48.82636,2.30303,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
287,100047547-103047547,48.82636,2.30303,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
288,100044493-SC,48.86149,2.37376,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
289,100060178-102060178,48.84638,2.31529,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
290,100060178-101060178,48.84638,2.31529,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
291,100047545-103047545,48.890457,2.368852,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
292,100047545-104047545,48.890457,2.368852,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
293,100047548-103047548,48.89141,2.38482,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
294,100047548-104047548,48.89141,2.38482,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
295,100056327-103056327,48.86461,2.40969,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
296,100056327-104056327,48.86461,2.40969,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
297,100056331-104056331,48.83421,2.26542,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
298,100056331-103056331,48.83421,2.26542,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
299,100047542-103047542,48.89172,2.38531,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
300,100047542-104047542,48.89172,2.38531,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
301,100047546-104047546,48.829523,2.38699,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
302,100047546-103047546,48.829523,2.38699,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
303,100056226-104056226,48.830331,2.400551,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
304,100056226-103056226,48.830331,2.400551,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
305,100056329-104056329,48.84223,2.36811,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
306,100056329-103056329,48.84223,2.36811,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
307,100056332-103056332,48.83848,2.37587,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
308,100056332-104056332,48.83848,2.37587,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
309,100056047-SC,48.86378,2.32003,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
310,100056223-SC,48.86284,2.310345,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
311,100056046-SC,48.86282,2.31061,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
312,100056335-104056335,48.86288,2.31179,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
313,100056335-103056335,48.86288,2.31179,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
314,100050876-103050876,48.85735,2.35211,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
315,100050876-104050876,48.85735,2.35211,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
316,100057445-103057445,48.86377,2.35096,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
317,100057445-104057445,48.86377,2.35096,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
318,100057329-104057329,48.84201,2.36729,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
319,100057329-103057329,48.84201,2.36729,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
320,100057380-104057380,48.86462,2.31444,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
321,100057380-103057380,48.86462,2.31444,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
322,100042374-110042374,48.8484,2.27586,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
323,100042374-109042374,48.8484,2.27586,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,6,0
324,100049407-353255860,48.840801,2.333233,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
325,100049407-353255859,48.840801,2.333233,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
326,100036719-104036719,48.85372,2.35702,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
327,100036719-103036719,48.85372,2.35702,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
328,100063175-353277233,48.88529,2.32666,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
329,100063175-353277235,48.88529,2.32666,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
330,100056336-106056336,48.85013,2.35423,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
331,100056336-105056336,48.85013,2.35423,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
332,100007049-102007049,48.846028,2.375429,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
333,100007049-101007049,48.846028,2.375429,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
334,100056330-104056330,48.85209,2.28508,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
335,100056330-103056330,48.85209,2.28508,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
336,100056334-103056334,48.86502,2.35387,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
337,100056334-104056334,48.86502,2.35387,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
338,100036718-104036718,48.83436,2.377,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
339,100036718-103036718,48.83436,2.377,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
340,100047547-104047547,48.82636,2.30303,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
341,100047547-103047547,48.82636,2.30303,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
342,100044493-SC,48.86149,2.37376,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
343,100060178-102060178,48.84638,2.31529,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
344,100060178-101060178,48.84638,2.31529,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
345,100047545-103047545,48.890457,2.368852,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
346,100047545-104047545,48.890457,2.368852,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
347,100047548-103047548,48.89141,2.38482,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
348,100047548-104047548,48.89141,2.38482,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
349,100056327-103056327,48.86461,2.40969,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
350,100056327-104056327,48.86461,2.40969,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
351,100056331-104056331,48.83421,2.26542,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
352,100056331-103056331,48.83421,2.26542,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
353,100047542-103047542,48.89172,2.38531,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
354,100047542-104047542,48.89172,2.38531,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
355,100047546-104047546,48.829523,2.38699,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
356,100047546-103047546,48.829523,2.38699,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
357,100056226-104056226,48.830331,2.400551,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
358,100056226-103056226,48.830331,2.400551,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
359,100056329-104056329,48.84223,2.36811,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
360,100056329-103056329,48.84223,2.36811,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
361,100056332-103056332,48.83848,2.37587,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
362,100056332-104056332,48.83848,2.37587,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
363,100056047-SC,48.86378,2.32003,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
364,100056223-SC,48.86284,2.310345,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
365,100056046-SC,48.86282,2.31061,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
366,100056335-104056335,48.86288,2.31179,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
367,100056335-103056335,48.86288,2.31179,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
368,100050876-103050876,48.85735,2.35211,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
369,100050876-104050876,48.85735,2.35211,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
370,100057445-103057445,48.86377,2.35096,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
371,100057445-104057445,48.86377,2.35096,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
372,100057329-104057329,48.84201,2.36729,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
373,100057329-103057329,48.84201,2.36729,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
374,100057380-104057380,48.86462,2.31444,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
375,100057380-103057380,48.86462,2.31444,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
376,100042374-110042374,48.8484,2.27586,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
377,100042374-109042374,48.8484,2.27586,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,7,0
378,100049407-353255860,48.840801,2.333233,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
379,100049407-353255859,48.840801,2.333233,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
380,100036719-104036719,48.85372,2.35702,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
381,100036719-103036719,48.85372,2.35702,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
382,100063175-353277233,48.88529,2.32666,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
383,100063175-353277235,48.88529,2.32666,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
384,100056336-106056336,48.85013,2.35423,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
385,100056336-105056336,48.85013,2.35423,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
386,100007049-102007049,48.846028,2.375429,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
387,100007049-101007049,48.846028,2.375429,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
388,100056330-104056330,48.85209,2.28508,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
389,100056330-103056330,48.85209,2.28508,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
390,100056334-103056334,48.86502,2.35387,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
391,100056334-104056334,48.86502,2.35387,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
392,100036718-104036718,48.83436,2.377,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
393,100036718-103036718,48.83436,2.377,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
394,100047547-104047547,48.82636,2.30303,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
395,100047547-103047547,48.82636,2.30303,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
396,100044493-SC,48.86149,2.37376,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
397,100060178-102060178,48.84638,2.31529,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
398,100060178-101060178,48.84638,2.31529,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
399,100047545-103047545,48.890457,2.368852,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
400,100047545-104047545,48.890457,2.368852,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
401,100047548-103047548,48.89141,2.38482,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
402,100047548-104047548,48.89141,2.38482,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
403,100056327-103056327,48.86461,2.40969,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
404,100056327-104056327,48.86461,2.40969,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
405,100056331-104056331,48.83421,2.26542,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
406,100056331-103056331,48.83421,2.26542,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
407,100047542-103047542,48.89172,2.38531,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
408,100047542-104047542,48.89172,2.38531,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
409,100047546-104047546,48.829523,2.38699,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
410,100047546-103047546,48.829523,2.38699,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
411,100056226-104056226,48.830331,2.400551,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
412,100056226-103056226,48.830331,2.400551,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
413,100056329-104056329,48.84223,2.36811,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
414,100056329-103056329,48.84223,2.36811,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
415,100056332-103056332,48.83848,2.37587,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
416,100056332-104056332,48.83848,2.37587,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
417,100056047-SC,48.86378,2.32003,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
418,100056223-SC,48.86284,2.310345,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
419,100056046-SC,48.86282,2.31061,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
420,100056335-104056335,48.86288,2.31179,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
421,100056335-103056335,48.86288,2.31179,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
422,100050876-103050876,48.85735,2.35211,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
423,100050876-104050876,48.85735,2.35211,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
424,100057445-103057445,48.86377,2.35096,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
425,100057445-104057445,48.86377,2.35096,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
426,100057329-104057329,48.84201,2.36729,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
427,100057329-103057329,48.84201,2.36729,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
428,100057380-104057380,48.86462,2.31444,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
429,100057380-103057380,48.86462,2.31444,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
430,100042374-110042374,48.8484,2.27586,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
431,100042374-109042374,48.8484,2.27586,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,8,0
432,100049407-353255860,48.840801,2.333233,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
433,100049407-353255859,48.840801,2.333233,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
434,100036719-104036719,48.85372,2.35702,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
435,100036719-103036719,48.85372,2.35702,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
436,100063175-353277233,48.88529,2.32666,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
437,100063175-353277235,48.88529,2.32666,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
438,100056336-106056336,48.85013,2.35423,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
439,100056336-105056336,48.85013,2.35423,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
440,100007049-102007049,48.846028,2.375429,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
441,100007049-101007049,48.846028,2.375429,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
442,100056330-104056330,48.85209,2.28508,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
443,100056330-103056330,48.85209,2.28508,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
444,100056334-103056334,48.86502,2.35387,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
445,100056334-104056334,48.86502,2.35387,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
446,100036718-104036718,48.83436,2.377,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
447,100036718-103036718,48.83436,2.377,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
448,100047547-104047547,48.82636,2.30303,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
449,100047547-103047547,48.82636,2.30303,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
450,100044493-SC,48.86149,2.37376,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
451,100060178-102060178,48.84638,2.31529,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
452,100060178-101060178,48.84638,2.31529,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
453,100047545-103047545,48.890457,2.368852,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
454,100047545-104047545,48.890457,2.368852,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
455,100047548-103047548,48.89141,2.38482,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
456,100047548-104047548,48.89141,2.38482,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
457,100056327-103056327,48.86461,2.40969,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
458,100056327-104056327,48.86461,2.40969,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
459,100056331-104056331,48.83421,2.26542,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
460,100056331-103056331,48.83421,2.26542,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
461,100047542-103047542,48.89172,2.38531,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
462,100047542-104047542,48.89172,2.38531,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
463,100047546-104047546,48.829523,2.38699,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
464,100047546-103047546,48.829523,2.38699,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
465,100056226-104056226,48.830331,2.400551,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
466,100056226-103056226,48.830331,2.400551,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
467,100056329-104056329,48.84223,2.36811,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
468,100056329-103056329,48.84223,2.36811,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
469,100056332-103056332,48.83848,2.37587,0,16.1,0.0,13.6,25.1,3,0,0,0,2020,9,1,1,9,0
